> Output metrics for KIDSpec Simulation of object HD212442

Date run: 2022-03-18 13:43:12.343002 

> Input Parameters for simulation and instrument: 

Telescope mirror diameter: 800 cm 
Exposure time: 60 s 
Seeing: 0.8 arcseconds 
Airmass: 1.5 

Slit width: 0.60 arcseconds 
Slit length: 0.60 arcseconds 
Slicers: 1 

KIDSpec grating incidence angle: 25.0 deg 
KIDSpec grating blaze angle: 25.0 deg 
KIDSpec grating grooves: 241.5 /mm 

Number of spectral pixels in each arm: 3200 
Pixel plate scale: 0.3 
Chosen MKID energy resolution at fiducial point: 30 
Number of dead spectal pixels in KIDSpec: 0 
MKID energy resolution at fiducial point standard deviation for KIDSpec: 0.00 

Simulation spectrum magnitudes:
U --> N/A 
B --> 7.944673698523132 
V --> 7.383696992299125 
R --> 7.277971990081985 
I --> 7.283960993379061 
Z --> 7.16397736429389 
Y --> 7.1436008017933625 
J --> 6.522886588640718 
H --> N/A 
K --> N/A 
L --> N/A 
M --> N/A 
N --> N/A 
Q --> N/A 
Flux reduced by factor of 1.00000
Spectrum redshifted by 0.000

> Result parameters: 

OPT orders observed: 10 
IR orders observed: 1 
 
Wavelength range tested: 350 - 1900 nm 
Recreated spectrum resolution: 4278 - 5878 
Recreated spectrum resolution average: 5078 +/- 799 
Average residuals: (7.374 +/- 2.591)% 
R value: 0.965 
Average SNR: 1087.200 +/- 0.000 
Percentage of photons which were misidentified (total): 0.00017873
Percentage of photons which were misidentified (average per pixel): 0.00000966

Simulation run duration: 0:06:34.201312 (hours:minutes:seconds)

Saturated pixels in OPT/Single arm:
Pixel Number 440 :   4452552 / 60000 photons
Pixel Number 441 :   4169075 / 60000 photons
Pixel Number 442 :   4300794 / 60000 photons
Pixel Number 443 :   4299253 / 60000 photons
Pixel Number 444 :   4181314 / 60000 photons
Pixel Number 445 :   4317999 / 60000 photons
Pixel Number 446 :   4342805 / 60000 photons
Pixel Number 447 :   4229371 / 60000 photons
Pixel Number 448 :   4332649 / 60000 photons
Pixel Number 449 :   4207552 / 60000 photons
Pixel Number 450 :   4481776 / 60000 photons
Pixel Number 451 :   4359288 / 60000 photons
Pixel Number 452 :   4234948 / 60000 photons
Pixel Number 453 :   4369778 / 60000 photons
Pixel Number 454 :   4239071 / 60000 photons
Pixel Number 455 :   4383298 / 60000 photons
Pixel Number 456 :   4390906 / 60000 photons
Pixel Number 457 :   4269970 / 60000 photons
Pixel Number 458 :   4399764 / 60000 photons
Pixel Number 459 :   4408017 / 60000 photons
Pixel Number 460 :   4277126 / 60000 photons
Pixel Number 461 :   4562969 / 60000 photons
Pixel Number 462 :   4292698 / 60000 photons
Pixel Number 463 :   4426711 / 60000 photons
Pixel Number 464 :   4432139 / 60000 photons
Pixel Number 465 :   4300836 / 60000 photons
Pixel Number 466 :   4445385 / 60000 photons
Pixel Number 467 :   4450515 / 60000 photons
Pixel Number 468 :   4322777 / 60000 photons
Pixel Number 469 :   4450390 / 60000 photons
Pixel Number 470 :   4314834 / 60000 photons
Pixel Number 471 :   4601081 / 60000 photons
Pixel Number 472 :   4464270 / 60000 photons
Pixel Number 473 :   4336227 / 60000 photons
Pixel Number 474 :   4468185 / 60000 photons
Pixel Number 475 :   4332272 / 60000 photons
Pixel Number 476 :   4477237 / 60000 photons
Pixel Number 477 :   4478389 / 60000 photons
Pixel Number 478 :   4354960 / 60000 photons
Pixel Number 479 :   4492399 / 60000 photons
Pixel Number 480 :   4495645 / 60000 photons
Pixel Number 481 :   4373360 / 60000 photons
Pixel Number 482 :   4660549 / 60000 photons
Pixel Number 483 :   4371933 / 60000 photons
Pixel Number 484 :   4520709 / 60000 photons
Pixel Number 485 :   4516716 / 60000 photons
Pixel Number 486 :   4385029 / 60000 photons
Pixel Number 487 :   4529770 / 60000 photons
Pixel Number 488 :   4533603 / 60000 photons
Pixel Number 489 :   4393246 / 60000 photons
Pixel Number 490 :   4543760 / 60000 photons
Pixel Number 491 :   4415835 / 60000 photons
Pixel Number 492 :   4708264 / 60000 photons
Pixel Number 493 :   4559770 / 60000 photons
Pixel Number 494 :   4423722 / 60000 photons
Pixel Number 495 :   4569655 / 60000 photons
Pixel Number 496 :   4570387 / 60000 photons
Pixel Number 497 :   4437580 / 60000 photons
Pixel Number 498 :   4577972 / 60000 photons
Pixel Number 499 :   4441967 / 60000 photons
Pixel Number 500 :   4580734 / 60000 photons
Pixel Number 501 :   4586982 / 60000 photons
Pixel Number 502 :   4601957 / 60000 photons
Pixel Number 503 :   4596485 / 60000 photons
Pixel Number 504 :   4452506 / 60000 photons
Pixel Number 505 :   4603575 / 60000 photons
Pixel Number 506 :   4603010 / 60000 photons
Pixel Number 507 :   4471572 / 60000 photons
Pixel Number 508 :   4609548 / 60000 photons
Pixel Number 509 :   4621627 / 60000 photons
Pixel Number 510 :   4466523 / 60000 photons
Pixel Number 511 :   4576399 / 60000 photons
Pixel Number 512 :   4423813 / 60000 photons
Pixel Number 513 :   4684933 / 60000 photons
Pixel Number 514 :   4487768 / 60000 photons
Pixel Number 515 :   4342031 / 60000 photons
Pixel Number 516 :   4472962 / 60000 photons
Pixel Number 517 :   4476571 / 60000 photons
Pixel Number 518 :   4357654 / 60000 photons
Pixel Number 519 :   4509856 / 60000 photons
Pixel Number 520 :   4415245 / 60000 photons
Pixel Number 521 :   4578441 / 60000 photons
Pixel Number 522 :   4612431 / 60000 photons
Pixel Number 523 :   4673154 / 60000 photons
Pixel Number 524 :   4675239 / 60000 photons
Pixel Number 525 :   4549924 / 60000 photons
Pixel Number 526 :   4698746 / 60000 photons
Pixel Number 527 :   4707953 / 60000 photons
Pixel Number 528 :   4566027 / 60000 photons
Pixel Number 529 :   4716405 / 60000 photons
Pixel Number 530 :   4720399 / 60000 photons
Pixel Number 531 :   4588404 / 60000 photons
Pixel Number 532 :   4732396 / 60000 photons
Pixel Number 533 :   4593141 / 60000 photons
Pixel Number 534 :   4899212 / 60000 photons
Pixel Number 535 :   4740903 / 60000 photons
Pixel Number 536 :   4607540 / 60000 photons
Pixel Number 537 :   4752213 / 60000 photons
Pixel Number 538 :   4754275 / 60000 photons
Pixel Number 539 :   4611663 / 60000 photons
Pixel Number 540 :   4758982 / 60000 photons
Pixel Number 541 :   4621261 / 60000 photons
Pixel Number 542 :   4764666 / 60000 photons
Pixel Number 543 :   4793240 / 60000 photons
Pixel Number 544 :   4788698 / 60000 photons
Pixel Number 545 :   4779226 / 60000 photons
Pixel Number 546 :   4782232 / 60000 photons
Pixel Number 547 :   4639297 / 60000 photons
Pixel Number 548 :   4782059 / 60000 photons
Pixel Number 549 :   4642460 / 60000 photons
Pixel Number 550 :   4786997 / 60000 photons
Pixel Number 551 :   4802628 / 60000 photons
Pixel Number 552 :   4664490 / 60000 photons
Pixel Number 553 :   4820545 / 60000 photons
Pixel Number 554 :   4682015 / 60000 photons
Pixel Number 555 :   4983869 / 60000 photons
Pixel Number 556 :   4822267 / 60000 photons
Pixel Number 557 :   4684794 / 60000 photons
Pixel Number 558 :   4833854 / 60000 photons
Pixel Number 559 :   4841238 / 60000 photons
Pixel Number 560 :   4699770 / 60000 photons
Pixel Number 561 :   4858496 / 60000 photons
Pixel Number 562 :   4715864 / 60000 photons
Pixel Number 563 :   4879327 / 60000 photons
Pixel Number 564 :   4871367 / 60000 photons
Pixel Number 565 :   4901493 / 60000 photons
Pixel Number 566 :   4884879 / 60000 photons
Pixel Number 567 :   4891881 / 60000 photons
Pixel Number 568 :   4750896 / 60000 photons
Pixel Number 569 :   4894467 / 60000 photons
Pixel Number 570 :   4753688 / 60000 photons
Pixel Number 571 :   4906893 / 60000 photons
Pixel Number 572 :   4914586 / 60000 photons
Pixel Number 573 :   4772470 / 60000 photons
Pixel Number 574 :   4914706 / 60000 photons
Pixel Number 575 :   4942049 / 60000 photons
Pixel Number 576 :   4961616 / 60000 photons
Pixel Number 577 :   4939972 / 60000 photons
Pixel Number 578 :   4790357 / 60000 photons
Pixel Number 579 :   4935470 / 60000 photons
Pixel Number 580 :   4945595 / 60000 photons
Pixel Number 581 :   4804083 / 60000 photons
Pixel Number 582 :   4948416 / 60000 photons
Pixel Number 583 :   4804546 / 60000 photons
Pixel Number 584 :   4957734 / 60000 photons
Pixel Number 585 :   4971254 / 60000 photons
Pixel Number 586 :   4986599 / 60000 photons
Pixel Number 587 :   4971755 / 60000 photons
Pixel Number 588 :   4977286 / 60000 photons
Pixel Number 589 :   4837205 / 60000 photons
Pixel Number 590 :   4980950 / 60000 photons
Pixel Number 591 :   4844071 / 60000 photons
Pixel Number 592 :   5000032 / 60000 photons
Pixel Number 593 :   4996807 / 60000 photons
Pixel Number 594 :   4856177 / 60000 photons
Pixel Number 595 :   5001569 / 60000 photons
Pixel Number 596 :   5188591 / 60000 photons
Pixel Number 597 :   4875710 / 60000 photons
Pixel Number 598 :   5017671 / 60000 photons
Pixel Number 599 :   4874298 / 60000 photons
Pixel Number 600 :   4908761 / 60000 photons
Pixel Number 601 :   4814485 / 60000 photons
Pixel Number 602 :   4664532 / 60000 photons
Pixel Number 603 :   4882112 / 60000 photons
Pixel Number 604 :   4769828 / 60000 photons
Pixel Number 605 :   4938606 / 60000 photons
Pixel Number 606 :   4954617 / 60000 photons
Pixel Number 607 :   4999800 / 60000 photons
Pixel Number 608 :   4989515 / 60000 photons
Pixel Number 609 :   5012257 / 60000 photons
Pixel Number 610 :   4883312 / 60000 photons
Pixel Number 611 :   5027363 / 60000 photons
Pixel Number 612 :   4907039 / 60000 photons
Pixel Number 613 :   5071120 / 60000 photons
Pixel Number 614 :   5085043 / 60000 photons
Pixel Number 615 :   4936485 / 60000 photons
Pixel Number 616 :   5061029 / 60000 photons
Pixel Number 617 :   5249977 / 60000 photons
Pixel Number 618 :   4923197 / 60000 photons
Pixel Number 619 :   5054155 / 60000 photons
Pixel Number 620 :   4898562 / 60000 photons
Pixel Number 621 :   5101356 / 60000 photons
Pixel Number 622 :   5083814 / 60000 photons
Pixel Number 623 :   4895986 / 60000 photons
Pixel Number 624 :   5050991 / 60000 photons
Pixel Number 625 :   4964831 / 60000 photons
Pixel Number 626 :   5131060 / 60000 photons
Pixel Number 627 :   5247887 / 60000 photons
Pixel Number 628 :   4904224 / 60000 photons
Pixel Number 629 :   5114640 / 60000 photons
Pixel Number 630 :   5153557 / 60000 photons
Pixel Number 631 :   4995607 / 60000 photons
Pixel Number 632 :   5089189 / 60000 photons
Pixel Number 633 :   4925479 / 60000 photons
Pixel Number 634 :   5134984 / 60000 photons
Pixel Number 635 :   5170271 / 60000 photons
Pixel Number 636 :   4998344 / 60000 photons
Pixel Number 637 :   5091042 / 60000 photons
Pixel Number 638 :   5230076 / 60000 photons
Pixel Number 639 :   4986250 / 60000 photons
Pixel Number 640 :   5160448 / 60000 photons
Pixel Number 641 :   5019398 / 60000 photons
Pixel Number 642 :   5168067 / 60000 photons
Pixel Number 643 :   5135704 / 60000 photons
Pixel Number 644 :   5004154 / 60000 photons
Pixel Number 645 :   5208077 / 60000 photons
Pixel Number 646 :   5212363 / 60000 photons
Pixel Number 647 :   5058947 / 60000 photons
Pixel Number 648 :   5375764 / 60000 photons
Pixel Number 649 :   5024299 / 60000 photons
Pixel Number 650 :   5208343 / 60000 photons
Pixel Number 651 :   5225466 / 60000 photons
Pixel Number 652 :   5085249 / 60000 photons
Pixel Number 653 :   5235919 / 60000 photons
Pixel Number 654 :   5084266 / 60000 photons
Pixel Number 655 :   5197618 / 60000 photons
Pixel Number 656 :   5172504 / 60000 photons
Pixel Number 657 :   5052641 / 60000 photons
Pixel Number 658 :   5179677 / 60000 photons
Pixel Number 659 :   5357810 / 60000 photons
Pixel Number 660 :   5043335 / 60000 photons
Pixel Number 661 :   5195173 / 60000 photons
Pixel Number 662 :   5039367 / 60000 photons
Pixel Number 663 :   5205426 / 60000 photons
Pixel Number 664 :   5234748 / 60000 photons
Pixel Number 665 :   5089825 / 60000 photons
Pixel Number 666 :   5273358 / 60000 photons
Pixel Number 667 :   5284277 / 60000 photons
Pixel Number 668 :   5140303 / 60000 photons
Pixel Number 669 :   5463510 / 60000 photons
Pixel Number 670 :   5148637 / 60000 photons
Pixel Number 671 :   5302499 / 60000 photons
Pixel Number 672 :   5311945 / 60000 photons
Pixel Number 673 :   5153559 / 60000 photons
Pixel Number 674 :   5293346 / 60000 photons
Pixel Number 675 :   5166544 / 60000 photons
Pixel Number 676 :   5312741 / 60000 photons
Pixel Number 677 :   5319647 / 60000 photons
Pixel Number 678 :   5180611 / 60000 photons
Pixel Number 679 :   5360820 / 60000 photons
Pixel Number 680 :   5607381 / 60000 photons
Pixel Number 681 :   5182243 / 60000 photons
Pixel Number 682 :   5331429 / 60000 photons
Pixel Number 683 :   5185333 / 60000 photons
Pixel Number 684 :   5340565 / 60000 photons
Pixel Number 685 :   5343065 / 60000 photons
Pixel Number 686 :   5211447 / 60000 photons
Pixel Number 687 :   5351626 / 60000 photons
Pixel Number 688 :   5364332 / 60000 photons
Pixel Number 689 :   5256676 / 60000 photons
Pixel Number 690 :   5568824 / 60000 photons
Pixel Number 691 :   5230698 / 60000 photons
Pixel Number 692 :   5374369 / 60000 photons
Pixel Number 693 :   5396598 / 60000 photons
Pixel Number 694 :   5248584 / 60000 photons
Pixel Number 695 :   5403291 / 60000 photons
Pixel Number 696 :   5398173 / 60000 photons
Pixel Number 697 :   5228839 / 60000 photons
Pixel Number 698 :   5400546 / 60000 photons
Pixel Number 699 :   5231909 / 60000 photons
Pixel Number 700 :   5545403 / 60000 photons
Pixel Number 701 :   5360621 / 60000 photons
Pixel Number 702 :   5191112 / 60000 photons
Pixel Number 703 :   5339688 / 60000 photons
Pixel Number 704 :   5188625 / 60000 photons
Pixel Number 705 :   5357989 / 60000 photons
Pixel Number 706 :   5365210 / 60000 photons
Pixel Number 707 :   5228477 / 60000 photons
Pixel Number 708 :   5404380 / 60000 photons
Pixel Number 709 :   5436237 / 60000 photons
Pixel Number 710 :   5287266 / 60000 photons
Pixel Number 711 :   5636285 / 60000 photons
Pixel Number 712 :   5298865 / 60000 photons
Pixel Number 713 :   5463402 / 60000 photons
Pixel Number 714 :   5467389 / 60000 photons
Pixel Number 715 :   5303267 / 60000 photons
Pixel Number 716 :   5461127 / 60000 photons
Pixel Number 717 :   4900607 / 60000 photons
Pixel Number 718 :   2642113 / 60000 photons
Pixel Number 719 :   2799352 / 60000 photons
Pixel Number 720 :   2635332 / 60000 photons
Pixel Number 721 :   2789325 / 60000 photons
Pixel Number 722 :   2783861 / 60000 photons
Pixel Number 723 :   2635503 / 60000 photons
Pixel Number 724 :   2791638 / 60000 photons
Pixel Number 725 :   2650115 / 60000 photons
Pixel Number 726 :   2806558 / 60000 photons
Pixel Number 727 :   2808257 / 60000 photons
Pixel Number 728 :   2663648 / 60000 photons
Pixel Number 729 :   2828372 / 60000 photons
Pixel Number 730 :   2836536 / 60000 photons
Pixel Number 731 :   2667682 / 60000 photons
Pixel Number 732 :   2831465 / 60000 photons
Pixel Number 733 :   2684064 / 60000 photons
Pixel Number 734 :   2830520 / 60000 photons
Pixel Number 735 :   2834279 / 60000 photons
Pixel Number 736 :   2678560 / 60000 photons
Pixel Number 737 :   2829083 / 60000 photons
Pixel Number 738 :   2842709 / 60000 photons
Pixel Number 739 :   2690407 / 60000 photons
Pixel Number 740 :   2854188 / 60000 photons
Pixel Number 741 :   2695261 / 60000 photons
Pixel Number 742 :   2851189 / 60000 photons
Pixel Number 743 :   2843910 / 60000 photons
Pixel Number 744 :   4549660 / 60000 photons
Pixel Number 745 :   5542297 / 60000 photons
Pixel Number 746 :   5552084 / 60000 photons
Pixel Number 747 :   5383145 / 60000 photons
Pixel Number 748 :   5553537 / 60000 photons
Pixel Number 749 :   5402704 / 60000 photons
Pixel Number 750 :   5560149 / 60000 photons
Pixel Number 751 :   5576691 / 60000 photons
Pixel Number 752 :   5417275 / 60000 photons
Pixel Number 753 :   5770731 / 60000 photons
Pixel Number 754 :   5421780 / 60000 photons
Pixel Number 755 :   5592564 / 60000 photons
Pixel Number 756 :   5595562 / 60000 photons
Pixel Number 757 :   5424687 / 60000 photons
Pixel Number 758 :   5590858 / 60000 photons
Pixel Number 759 :   5597646 / 60000 photons
Pixel Number 760 :   5451450 / 60000 photons
Pixel Number 761 :   5612345 / 60000 photons
Pixel Number 762 :   5468622 / 60000 photons
Pixel Number 763 :   5822745 / 60000 photons
Pixel Number 764 :   5625520 / 60000 photons
Pixel Number 765 :   5474708 / 60000 photons
Pixel Number 766 :   5641095 / 60000 photons
Pixel Number 767 :   5641162 / 60000 photons
Pixel Number 768 :   5492450 / 60000 photons
Pixel Number 769 :   5651710 / 60000 photons
Pixel Number 770 :   5490554 / 60000 photons
Pixel Number 771 :   5651502 / 60000 photons
Pixel Number 772 :   5657247 / 60000 photons
Pixel Number 773 :   5695146 / 60000 photons
Pixel Number 774 :   5665560 / 60000 photons
Pixel Number 775 :   5510413 / 60000 photons
Pixel Number 776 :   5688731 / 60000 photons
Pixel Number 777 :   5679788 / 60000 photons
Pixel Number 778 :   5513378 / 60000 photons
Pixel Number 779 :   5680801 / 60000 photons
Pixel Number 780 :   5679996 / 60000 photons
Pixel Number 781 :   5515090 / 60000 photons
Pixel Number 782 :   5694106 / 60000 photons
Pixel Number 783 :   5531020 / 60000 photons
Pixel Number 784 :   5904722 / 60000 photons
Pixel Number 785 :   5708882 / 60000 photons
Pixel Number 786 :   6018600 / 60000 photons
Pixel Number 787 :   6792810 / 60000 photons
Pixel Number 788 :   6687521 / 60000 photons
Pixel Number 789 :   6592021 / 60000 photons
Pixel Number 790 :   6387465 / 60000 photons
Pixel Number 791 :   6395948 / 60000 photons
Pixel Number 792 :   6792725 / 60000 photons
Pixel Number 793 :   6728098 / 60000 photons
Pixel Number 794 :   6894847 / 60000 photons
Pixel Number 795 :   7134973 / 60000 photons
Pixel Number 796 :   6936904 / 60000 photons
Pixel Number 797 :   6891531 / 60000 photons
Pixel Number 798 :   7114135 / 60000 photons
Pixel Number 799 :   6696788 / 60000 photons
Pixel Number 800 :   7042726 / 60000 photons
Pixel Number 801 :   7024455 / 60000 photons
Pixel Number 802 :   7128478 / 60000 photons
Pixel Number 803 :   7213678 / 60000 photons
Pixel Number 804 :   7073129 / 60000 photons
Pixel Number 805 :   7491157 / 60000 photons
Pixel Number 806 :   7312647 / 60000 photons
Pixel Number 807 :   7015349 / 60000 photons
Pixel Number 808 :   7270838 / 60000 photons
Pixel Number 809 :   7366583 / 60000 photons
Pixel Number 810 :   7089036 / 60000 photons
Pixel Number 811 :   7303188 / 60000 photons
Pixel Number 812 :   7227208 / 60000 photons
Pixel Number 813 :   7404252 / 60000 photons
Pixel Number 814 :   7459338 / 60000 photons
Pixel Number 815 :   7504768 / 60000 photons
Pixel Number 816 :   7537893 / 60000 photons
Pixel Number 817 :   7553986 / 60000 photons
Pixel Number 818 :   7663728 / 60000 photons
Pixel Number 819 :   7429449 / 60000 photons
Pixel Number 820 :   7463568 / 60000 photons
Pixel Number 821 :   7782267 / 60000 photons
Pixel Number 822 :   7640748 / 60000 photons
Pixel Number 823 :   7489059 / 60000 photons
Pixel Number 824 :   7856753 / 60000 photons
Pixel Number 825 :   7774482 / 60000 photons
Pixel Number 826 :   7973140 / 60000 photons
Pixel Number 827 :   7599315 / 60000 photons
Pixel Number 828 :   7809223 / 60000 photons
Pixel Number 829 :   7951168 / 60000 photons
Pixel Number 830 :   7899627 / 60000 photons
Pixel Number 831 :   7692944 / 60000 photons
Pixel Number 832 :   7847640 / 60000 photons
Pixel Number 833 :   7549564 / 60000 photons
Pixel Number 834 :   7966600 / 60000 photons
Pixel Number 835 :   7841815 / 60000 photons
Pixel Number 836 :   7928540 / 60000 photons
Pixel Number 837 :   8105014 / 60000 photons
Pixel Number 838 :   8099112 / 60000 photons
Pixel Number 839 :   7885697 / 60000 photons
Pixel Number 840 :   8165107 / 60000 photons
Pixel Number 841 :   8178514 / 60000 photons
Pixel Number 842 :   8226134 / 60000 photons
Pixel Number 843 :   8058325 / 60000 photons
Pixel Number 844 :   8113793 / 60000 photons
Pixel Number 845 :   8346134 / 60000 photons
Pixel Number 846 :   8357363 / 60000 photons
Pixel Number 847 :   7921593 / 60000 photons
Pixel Number 848 :   8418928 / 60000 photons
Pixel Number 849 :   8124601 / 60000 photons
Pixel Number 850 :   8354948 / 60000 photons
Pixel Number 851 :   8457281 / 60000 photons
Pixel Number 852 :   8163021 / 60000 photons
Pixel Number 853 :   8590613 / 60000 photons
Pixel Number 854 :   8428672 / 60000 photons
Pixel Number 855 :   8197021 / 60000 photons
Pixel Number 856 :   8606398 / 60000 photons
Pixel Number 857 :   8442214 / 60000 photons
Pixel Number 858 :   8601144 / 60000 photons
Pixel Number 859 :   8455683 / 60000 photons
Pixel Number 860 :   8202937 / 60000 photons
Pixel Number 861 :   8624936 / 60000 photons
Pixel Number 862 :   8115667 / 60000 photons
Pixel Number 863 :   8458855 / 60000 photons
Pixel Number 864 :   8542664 / 60000 photons
Pixel Number 865 :   8465282 / 60000 photons
Pixel Number 866 :   8494617 / 60000 photons
Pixel Number 867 :   8806263 / 60000 photons
Pixel Number 868 :   8312819 / 60000 photons
Pixel Number 869 :   8600359 / 60000 photons
Pixel Number 870 :   8193259 / 60000 photons
Pixel Number 871 :   8735667 / 60000 photons
Pixel Number 872 :   8640083 / 60000 photons
Pixel Number 873 :   8472515 / 60000 photons
Pixel Number 874 :   8387171 / 60000 photons
Pixel Number 875 :   8600331 / 60000 photons
Pixel Number 876 :   8828006 / 60000 photons
Pixel Number 877 :   8704116 / 60000 photons
Pixel Number 878 :   8493206 / 60000 photons
Pixel Number 879 :   8766324 / 60000 photons
Pixel Number 880 :   8722754 / 60000 photons
Pixel Number 881 :   8624222 / 60000 photons
Pixel Number 882 :   8488843 / 60000 photons
Pixel Number 883 :   8605302 / 60000 photons
Pixel Number 884 :   8888103 / 60000 photons
Pixel Number 885 :   8875009 / 60000 photons
Pixel Number 886 :   8369444 / 60000 photons
Pixel Number 887 :   8881926 / 60000 photons
Pixel Number 888 :   9094370 / 60000 photons
Pixel Number 889 :   8642152 / 60000 photons
Pixel Number 890 :   8602807 / 60000 photons
Pixel Number 891 :   8681243 / 60000 photons
Pixel Number 892 :   8943692 / 60000 photons
Pixel Number 893 :   8919443 / 60000 photons
Pixel Number 894 :   8438241 / 60000 photons
Pixel Number 895 :   8872580 / 60000 photons
Pixel Number 896 :   8950875 / 60000 photons
Pixel Number 897 :   8709847 / 60000 photons
Pixel Number 898 :   8825964 / 60000 photons
Pixel Number 899 :   8739684 / 60000 photons
Pixel Number 900 :   8899766 / 60000 photons
Pixel Number 901 :   8885591 / 60000 photons
Pixel Number 902 :   8521338 / 60000 photons
Pixel Number 903 :   8968256 / 60000 photons
Pixel Number 904 :   8765507 / 60000 photons
Pixel Number 905 :   8953429 / 60000 photons
Pixel Number 906 :   8788095 / 60000 photons
Pixel Number 907 :   8837631 / 60000 photons
Pixel Number 908 :   9089036 / 60000 photons
Pixel Number 909 :   9331548 / 60000 photons
Pixel Number 910 :   8653525 / 60000 photons
Pixel Number 911 :   9088115 / 60000 photons
Pixel Number 912 :   8853229 / 60000 photons
Pixel Number 913 :   9003911 / 60000 photons
Pixel Number 914 :   8792152 / 60000 photons
Pixel Number 915 :   8893866 / 60000 photons
Pixel Number 916 :   9012433 / 60000 photons
Pixel Number 917 :   9078814 / 60000 photons
Pixel Number 918 :   8641298 / 60000 photons
Pixel Number 919 :   9299505 / 60000 photons
Pixel Number 920 :   9002184 / 60000 photons
Pixel Number 921 :   9115499 / 60000 photons
Pixel Number 922 :   8872661 / 60000 photons
Pixel Number 923 :   9010269 / 60000 photons
Pixel Number 924 :   9151855 / 60000 photons
Pixel Number 925 :   8944710 / 60000 photons
Pixel Number 926 :   8917445 / 60000 photons
Pixel Number 927 :   9120299 / 60000 photons
Pixel Number 928 :   8942972 / 60000 photons
Pixel Number 929 :   9136262 / 60000 photons
Pixel Number 930 :   9132811 / 60000 photons
Pixel Number 931 :   8990731 / 60000 photons
Pixel Number 932 :   9155083 / 60000 photons
Pixel Number 933 :   9022153 / 60000 photons
Pixel Number 934 :   8937378 / 60000 photons
Pixel Number 935 :   9183711 / 60000 photons
Pixel Number 936 :   8963916 / 60000 photons
Pixel Number 937 :   8917677 / 60000 photons
Pixel Number 938 :   9103383 / 60000 photons
Pixel Number 939 :   9024767 / 60000 photons
Pixel Number 940 :   9403500 / 60000 photons
Pixel Number 941 :   8760243 / 60000 photons
Pixel Number 942 :   9218141 / 60000 photons
Pixel Number 943 :   9228245 / 60000 photons
Pixel Number 944 :   9010987 / 60000 photons
Pixel Number 945 :   8917454 / 60000 photons
Pixel Number 946 :   9156407 / 60000 photons
Pixel Number 947 :   9027611 / 60000 photons
Pixel Number 948 :   9179641 / 60000 photons
Pixel Number 949 :   8798353 / 60000 photons
Pixel Number 950 :   9423562 / 60000 photons
Pixel Number 951 :   9167717 / 60000 photons
Pixel Number 952 :   9019525 / 60000 photons
Pixel Number 953 :   8913452 / 60000 photons
Pixel Number 954 :   9000099 / 60000 photons
Pixel Number 955 :   9200678 / 60000 photons
Pixel Number 956 :   9250717 / 60000 photons
Pixel Number 957 :   8821561 / 60000 photons
Pixel Number 958 :   9203861 / 60000 photons
Pixel Number 959 :   9196997 / 60000 photons
Pixel Number 960 :   8969908 / 60000 photons
Pixel Number 961 :   9139994 / 60000 photons
Pixel Number 962 :   9114698 / 60000 photons
Pixel Number 963 :   9316369 / 60000 photons
Pixel Number 964 :   9222642 / 60000 photons
Pixel Number 965 :   8804327 / 60000 photons
Pixel Number 966 :   9339824 / 60000 photons
Pixel Number 967 :   9301076 / 60000 photons
Pixel Number 968 :   9053935 / 60000 photons
Pixel Number 969 :   8832308 / 60000 photons
Pixel Number 970 :   9027456 / 60000 photons
Pixel Number 971 :   9511095 / 60000 photons
Pixel Number 972 :   9106822 / 60000 photons
Pixel Number 973 :   8800792 / 60000 photons
Pixel Number 974 :   9333098 / 60000 photons
Pixel Number 975 :   9172453 / 60000 photons
Pixel Number 976 :   9353716 / 60000 photons
Pixel Number 977 :   9018422 / 60000 photons
Pixel Number 978 :   9007458 / 60000 photons
Pixel Number 979 :   9228870 / 60000 photons
Pixel Number 980 :   9394741 / 60000 photons
Pixel Number 981 :   8962802 / 60000 photons
Pixel Number 982 :   9652641 / 60000 photons
Pixel Number 983 :   9257543 / 60000 photons
Pixel Number 984 :   9410410 / 60000 photons
Pixel Number 985 :   9141713 / 60000 photons
Pixel Number 986 :   9110240 / 60000 photons
Pixel Number 987 :   9170266 / 60000 photons
Pixel Number 988 :   9283849 / 60000 photons
Pixel Number 989 :   8871747 / 60000 photons
Pixel Number 990 :   9352807 / 60000 photons
Pixel Number 991 :   9193759 / 60000 photons
Pixel Number 992 :   9477282 / 60000 photons
Pixel Number 993 :   9021860 / 60000 photons
Pixel Number 994 :   9149758 / 60000 photons
Pixel Number 995 :   9344108 / 60000 photons
Pixel Number 996 :   9328831 / 60000 photons
Pixel Number 997 :   8808882 / 60000 photons
Pixel Number 998 :   9215046 / 60000 photons
Pixel Number 999 :   9104893 / 60000 photons
Pixel Number 1000 :   9235363 / 60000 photons
Pixel Number 1001 :   8735201 / 60000 photons
Pixel Number 1002 :   9001355 / 60000 photons
Pixel Number 1003 :   9387453 / 60000 photons
Pixel Number 1004 :   9005873 / 60000 photons
Pixel Number 1005 :   8748847 / 60000 photons
Pixel Number 1006 :   8980757 / 60000 photons
Pixel Number 1007 :   8880581 / 60000 photons
Pixel Number 1008 :   9038750 / 60000 photons
Pixel Number 1009 :   8698411 / 60000 photons
Pixel Number 1010 :   8679037 / 60000 photons
Pixel Number 1011 :   8653313 / 60000 photons
Pixel Number 1012 :   8292452 / 60000 photons
