3000	98.588
2999	98.576
2998	98.572
2997	98.569
2996	98.612
2995	98.607
2994	98.604
2993	98.556
2992	98.558
2991	98.557
2990	98.567
2989	98.591
2988	98.548
2987	98.524
2986	98.56
2985	98.562
2984	98.538
2983	98.588
2982	98.537
2981	98.534
2980	98.56
2979	98.546
2978	98.542
2977	98.518
2976	98.539
2975	98.537
2974	98.525
2973	98.539
2972	98.51
2971	98.48
2970	98.47
2969	98.482
2968	98.482
2967	98.507
2966	98.549
2965	98.478
2964	98.473
2963	98.493
2962	98.469
2961	98.524
2960	98.503
2959	98.491
2958	98.501
2957	98.485
2956	98.473
2955	98.466
2954	98.491
2953	98.447
2952	98.493
2951	98.462
2950	98.467
2949	98.453
2948	98.461
2947	98.46
2946	98.453
2945	98.448
2944	98.437
2943	98.423
2942	98.418
2941	98.432
2940	98.408
2939	98.422
2938	98.43
2937	98.421
2936	98.406
2935	98.411
2934	98.388
2933	98.395
2932	98.404
2931	98.42
2930	98.404
2929	98.399
2928	98.415
2927	98.364
2926	98.422
2925	98.383
2924	98.359
2923	98.405
2922	98.387
2921	98.371
2920	98.374
2919	98.361
2918	98.347
2917	98.387
2916	98.367
2915	98.356
2914	98.36
2913	98.381
2912	98.349
2911	98.344
2910	98.353
2909	98.354
2908	98.348
2907	98.344
2906	98.369
2905	98.359
2904	98.343
2903	98.353
2902	98.334
2901	98.332
2900	98.339
2899	98.339
2898	98.311
2897	98.207
2896	98.232
2895	98.322
2894	98.342
2893	98.368
2892	98.317
2891	98.352
2890	98.303
2889	98.296
2888	98.342
2887	98.332
2886	98.338
2885	98.342
2884	98.338
2883	98.366
2882	98.397
2881	98.398
2880	98.402
2879	98.396
2878	98.402
2877	98.416
2876	98.422
2875	98.43
2874	98.424
2873	98.409
2872	98.423
2871	98.427
2870	98.438
2869	98.451
2868	98.468
2867	98.455
2866	98.476
2865	98.472
2864	98.49
2863	98.502
2862	98.511
2861	98.505
2860	98.536
2859	98.563
2858	98.551
2857	98.568
2856	98.572
2855	98.545
2854	98.554
2853	98.585
2852	98.577
2851	98.597
2850	98.61
2849	98.63
2848	98.644
2847	98.655
2846	98.644
2845	98.667
2844	98.688
2843	98.689
2842	98.7
2841	98.723
2840	98.737
2839	98.715
2838	98.72
2837	98.694
2836	98.631
2835	98.58
2834	98.611
2833	98.546
2832	98.552
2831	98.5
2830	98.508
2829	98.405
2828	98.424
2827	98.334
2826	98.36
2825	98.282
2824	98.285
2823	98.228
2822	98.228
2821	98.155
2820	98.172
2819	98.155
2818	98.135
2817	98.106
2816	98.127
2815	98.094
2814	98.105
2813	98.094
2812	98.079
2811	98.067
2810	98.07
2809	98.031
2808	98.078
2807	98.039
2806	98.051
2805	98.021
2804	98.049
2803	98.024
2802	98.036
2801	98.004
2800	98.023
2799	98.044
2798	97.97
2797	97.939
2796	97.983
2795	98.036
2794	98.118
2793	98.079
2792	98.063
2791	98.087
2790	98.108
2789	98.12
2788	98.154
2787	98.183
2786	98.204
2785	98.202
2784	98.231
2783	98.223
2782	98.286
2781	98.271
2780	98.311
2779	98.332
2778	98.326
2777	98.359
2776	98.764
2775	98.913
2774	98.879
2773	98.335
2772	98.553
2771	98.247
2770	98.308
2769	98.335
2768	98.465
2767	98.488
2766	98.494
2765	98.512
2764	98.508
2763	98.498
2762	98.532
2761	98.559
2760	98.559
2759	98.572
2758	98.575
2757	98.568
2756	98.576
2755	98.487
2754	98.56
2753	98.572
2752	98.617
2751	98.616
2750	98.623
2749	98.615
2748	98.617
2747	98.641
2746	98.662
2745	98.583
2744	98.378
2743	98.595
2742	98.554
2741	98.629
2740	98.665
2739	98.709
2738	98.656
2737	98.674
2736	98.666
2735	98.644
2734	98.68
2733	98.699
2732	98.692
2731	98.701
2730	98.701
2729	98.695
2728	98.695
2727	98.704
2726	98.707
2725	98.705
2724	98.683
2723	98.697
2722	98.694
2721	98.673
2720	98.682
2719	98.675
2718	98.66
2717	98.691
2716	98.682
2715	98.684
2714	98.702
2713	98.691
2712	98.678
2711	98.711
2710	98.698
2709	98.678
2708	98.689
2707	98.694
2706	98.663
2705	98.681
2704	98.68
2703	98.674
2702	98.69
2701	98.681
2700	98.692
2699	98.693
2698	98.709
