4.070000000000000000e+02 1.000000000000000038e-25
4.100018062286446821e+02 2.058395244485231116e-18
4.100075589798878468e+02 2.063435496867128410e-18
4.100133117311308979e+02 2.068464215490714570e-18
4.100190634844986448e+02 2.073487167235145355e-18
4.100248162357417527e+02 2.078573554650286414e-18
4.100305689869849175e+02 2.083786813406848403e-18
4.100363217382280254e+02 2.088994305284254633e-18
4.100420744894710765e+02 2.094184496524194355e-18
4.100478272407141276e+02 2.099363154005823329e-18
4.100535789940819313e+02 2.104530277729141168e-18
4.100593317453250961e+02 2.109685867694148259e-18
4.100650844965681472e+02 2.114829923900844216e-18
4.100708372478111983e+02 2.119956679470073665e-18
4.100765899990544199e+02 2.125077668160147740e-18
4.100823427502974710e+02 2.130187123091911066e-18
4.100880955015405220e+02 2.135285044265362873e-18
4.100938472549083258e+02 2.140371431680503931e-18
4.100996000061513769e+02 2.145446285337334241e-18
4.101053527573945416e+02 2.150509605235853417e-18
4.101111055086375927e+02 2.155561391376061460e-18
4.101168582598807006e+02 2.160607410637114127e-18
4.101226110111238654e+02 2.165641896139856047e-18
4.101283627644916123e+02 2.170664847884286447e-18
4.101341155157347202e+02 2.175682032749561858e-18
4.101398682669777713e+02 2.180687683856526136e-18
4.101456210182208224e+02 2.185681801205179279e-18
4.101513737694639872e+02 2.190664384795521674e-18
4.101571265207070951e+02 2.195641201506708695e-18
4.101628782740748420e+02 2.200612251338739956e-18
4.101686310253178931e+02 2.205594834929082351e-18
4.101743837765610579e+02 2.210779259289866699e-18
4.101801365278041658e+02 2.215952149892339913e-18
4.101858892790472737e+02 2.221107739857347004e-18
4.101916420302903816e+02 2.226251796064042961e-18
4.101973947815334327e+02 2.231378551633272410e-18
4.102031465349012365e+02 2.236499540323346484e-18
4.102088992861442875e+02 2.241597461496798677e-18
4.102146570267640868e+02 2.246695382670250484e-18
4.102204137695084114e+02 2.251776003206236168e-18
4.102261715101281538e+02 2.256845089983911103e-18
4.102319292507478963e+02 2.261902643003274520e-18
4.102376859934922777e+02 2.266942895385171814e-18
4.102434437341119633e+02 2.271971614008757973e-18
4.102492004768563447e+02 2.276994565753188759e-18
4.102549582174761440e+02 2.282000216860153036e-18
4.102607149602204686e+02 2.286988567329650806e-18
4.102664727008402110e+02 2.291971150919993201e-18
4.102722304414598398e+02 2.296936433872869087e-18
4.102779871842043349e+02 2.301895949946589215e-18
4.102837449248240205e+02 2.306838165382843219e-18
4.102895016675684587e+02 2.311768847060786090e-18
4.102952594081882012e+02 2.316693761859573586e-18
4.103010161509325258e+02 2.321601376020894575e-18
4.103067738915522682e+02 2.326497456423904429e-18
4.103125316321718969e+02 2.331382003068603535e-18
4.103182883749163921e+02 2.336255015954991507e-18
4.103240461155360777e+02 2.341116495083068345e-18
4.103298028582805159e+02 2.345966440452834435e-18
4.103355605989001447e+02 2.350804852064289390e-18
4.103413173416445829e+02 2.355631729917433598e-18
4.103470750822643254e+02 2.360447074012266671e-18
4.103528328228840110e+02 2.365250884348788996e-18
4.103585895656285061e+02 2.370048927806155561e-18
4.103643473062481348e+02 2.375037278275653330e-18
4.103701040489925731e+02 2.380065996899239490e-18
4.103758617896122018e+02 2.385077414885359527e-18
4.103816195302319443e+02 2.390077299113168045e-18
4.103873762729763257e+02 2.395065649582665814e-18
4.103931340135960681e+02 2.400030932535541701e-18
4.103988907563404496e+02 2.404984681730106454e-18
4.104046484969601920e+02 2.409926897166360459e-18
4.104104052397046303e+02 2.414851811965147955e-18
4.104161629803242590e+02 2.419759426126468943e-18
4.104219207209440583e+02 2.424655506529478798e-18
4.104276774636884397e+02 2.429534286295022529e-18
4.104334352043081253e+02 2.434401532302254742e-18
4.104391919470525067e+02 2.439251477672020831e-18
4.104449496876722492e+02 2.444089889283476172e-18
4.104507064304165738e+02 2.448911000257464620e-18
4.104564641710363162e+02 2.453720577473142319e-18
4.104622219116561155e+02 2.458512854051353510e-18
4.104679786544004969e+02 2.463293596871253567e-18
4.104737363950201825e+02 2.468057039053687501e-18
4.104794931377645639e+02 2.472808947477810302e-18
4.104852508783843064e+02 2.477543555264466594e-18
4.104910076211286309e+02 2.482266629292811753e-18
4.104967653617484302e+02 2.486972402683690403e-18
4.105025231023681727e+02 2.491672409195414064e-18
4.105082798451125541e+02 2.496349348190515458e-18
4.105140375857322397e+02 2.501020520306461092e-18
4.105197943284766211e+02 2.505668624905785229e-18
4.105255520690963635e+02 2.510310962625953607e-18
4.105313088118406881e+02 2.514935999708655476e-18
4.105370665524604874e+02 2.519549503033046597e-18
4.105428242930802298e+02 2.524151472599126584e-18
4.105485840294505806e+02 2.528736141527740448e-18
4.105543457615715965e+02 2.533315043577198552e-18
4.105601074936925556e+02 2.537876644989190149e-18
4.105658702236888757e+02 2.542426712642870611e-18
