element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Th,1,"=""682.39171""","=""0.00023""","=""53""","=""""",,"=""4""","=""5""",,
Th,1,"=""682.41057""","=""0.00023""","=""43""","=""""",,"=""2""","=""2""",,
Th,1,"=""682.4380""","=""0.0005""","=""5""","=""""",,"=""4""","=""4""",,
Th,1,"=""682.467741""","=""0.000008""","=""2300""","=""""",,"=""3""","=""2""",,
Th,1,"=""682.6032""","=""0.0004""","=""15""","=""""",,"=""5""","=""5""",,
Th,1,"=""682.6296""","=""0.0005""","=""2900""","=""""",,"=""4""","=""3""",,
Th,1,"=""682.8213""","=""0.0003""","=""38""","=""""",,"=""3""","=""2""",,
Th,1,"=""682.903537""","=""0.000005""","=""4400""","=""""",,"=""3""","=""3""",,
Th,1,"=""682.9212""","=""0.0005""","=""46""","=""""",,"=""1""","=""1""",,
Th,1,"=""682.93472""","=""0.00006""","=""290""","=""""",,"=""4""","=""4""",,
Th,1,"=""683.12532""","=""0.00023""","=""56""","=""""",,"=""3""","=""3""",,
Th,1,"=""683.1621""","=""0.0005""","=""11""","=""""",,"=""3""","=""3""",,
Th,1,"=""683.33787""","=""0.00023""","=""45""","=""""",,"=""3""","=""2""",,
Th,1,"=""683.3697""","=""0.0005""","=""17""","=""""",,"=""4""","=""5""",,
Th,1,"=""683.4585""","=""0.0005""","=""5""","=""""",,"=""1""","=""2""",,
Th,1,"=""683.4780""","=""0.0005""","=""28""","=""""",,"=""2""","=""2""",,
Th,1,"=""683.492448""","=""0.000004""","=""9800""","=""""",,"=""4""","=""5""",,
Th,1,"=""683.50602""","=""0.00004""","=""210""","=""""",,"=""1""","=""2""",,
Th,1,"=""683.59134""","=""0.00011""","=""72""","=""""",,"=""4""","=""4""",,
Th,1,"=""683.6198""","=""0.0004""","=""14""","=""""",,"=""4""","=""3""",,
Th,1,"=""683.6651""","=""0.0005""","=""17""","=""""",,"=""2""","=""3""",,
Th,1,"=""683.6879""","=""0.0003""","=""28""","=""""",,"=""1""","=""1""",,
Th,1,"=""683.74965""","=""0.00008""","=""130""","=""""",,"=""5""","=""6""",,
Th,1,"=""683.8902""","=""0.0005""","=""46""","=""""",,"=""4""","=""5""",,
Th,1,"=""683.8979""","=""0.0005""","=""11""","=""""",,"=""4""","=""3""",,
Th,1,"=""683.92949""","=""0.00008""","=""110""","=""""",,"=""3""","=""4""",,
Th,1,"=""684.0899""","=""0.0005""","=""10""","=""""",,"=""2""","=""2""",,
Th,1,"=""684.1690""","=""0.0005""","=""54""","=""""",,"=""4""","=""3""",,
Th,1,"=""684.1962""","=""0.0005""","=""43""","=""""",,"=""3""","=""3""",,
Th,1,"=""684.27341""","=""0.00014""","=""190""","=""""",,"=""2""","=""3""",,
Th,1,"=""684.3556""","=""0.0005""","=""16""","=""""",,"=""4""","=""4""",,
Th,1,"=""684.5379""","=""0.0003""","=""25""","=""""",,"=""3""","=""4""",,
Th,1,"=""684.64790""","=""0.00004""","=""370""","=""""",,"=""1""","=""0""",,
Th,1,"=""684.66135""","=""0.00010""","=""85""","=""""",,"=""3""","=""4""",,
Th,1,"=""684.7526""","=""0.0004""","=""11""","=""""",,"=""3""","=""2""",,
Th,1,"=""684.7619""","=""0.0003""","=""16""","=""""",,"=""3""","=""3""",,
Th,1,"=""684.7996""","=""0.0004""","=""8""","=""""",,"=""4""","=""3""",,
Th,1,"=""684.8279""","=""0.0005""","=""10""","=""""",,"=""2""","=""3""",,
Th,1,"=""684.8697""","=""0.0005""","=""16""","=""""",,"=""3""","=""4""",,
Th,1,"=""685.0111""","=""0.0005""","=""43""","=""""",,"=""3""","=""2""",,
Th,1,"=""685.06938""","=""0.00023""","=""69""","=""""",,"=""6""","=""6""",,
Th,1,"=""685.2099""","=""0.0005""","=""5""","=""""",,"=""5""","=""4""",,
Th,1,"=""685.23545""","=""0.00008""","=""160""","=""""",,"=""3""","=""4""",,
Th,1,"=""685.35238""","=""0.00004""","=""420""","=""""",,"=""6""","=""5""",,
Th,1,"=""685.410890""","=""0.000019""","=""870""","=""""",,"=""3""","=""2""",,
Th,1,"=""685.42497""","=""0.00010""","=""75""","=""""",,"=""1""","=""2""",,
Th,1,"=""685.4870""","=""0.0003""","=""20""","=""""",,"=""2""","=""2 or 3""",,
Th,1,"=""685.53150""","=""0.00005""","=""450""","=""""",,"=""3""","=""2""",,
Th,1,"=""685.56891""","=""0.00007""","=""200""","=""""",,"=""3""","=""3""",,
Th,1,"=""685.7418""","=""0.0004""","=""8""","=""""",,"=""2""","=""3""",,
Th,1,"=""685.8317""","=""0.0005""","=""5""","=""""",,"=""0""","=""1""",,
Th,1,"=""685.8924""","=""0.0003""","=""17""","=""""",,"=""2""","=""2""",,
Th,1,"=""685.9899""","=""0.0005""","=""5""","=""""",,"=""5""","=""5""",,
Th,1,"=""686.2758""","=""0.0004""","=""14""","=""""",,"=""5""","=""4""",,
Th,1,"=""686.28685""","=""0.00008""","=""150""","=""""",,"=""2""","=""2""",,
Th,1,"=""686.3096""","=""0.0003""","=""21""","=""""",,"=""2""","=""3""",,
Th,1,"=""686.5396""","=""0.0004""","=""15""","=""""",,"=""5""","=""4""",,
Th,1,"=""686.61573""","=""0.00005""","=""300""","=""""",,"=""2""","=""2""",,
Th,1,"=""686.636649""","=""0.000019""","=""860""","=""""",,"=""2""","=""2""",,
Th,1,"=""686.676327""","=""0.000014""","=""980""","=""""",,"=""4""","=""3""",,
Th,1,"=""686.845095""","=""0.000014""","=""1100""","=""""",,"=""4""","=""5""",,
Th,1,"=""687.0239""","=""0.0003""","=""36""","=""""",,"=""3""","=""4""",,
Th,1,"=""687.07261""","=""0.00004""","=""500""","=""""",,"=""5""","=""5""",,
Th,1,"=""687.0807""","=""0.0005""","=""9""","=""""",,"=""2""","=""3""",,
Th,1,"=""687.0911""","=""0.0005""","=""9""","=""""",,"=""4""","=""4""",,
Th,1,"=""687.09888""","=""0.00006""","=""290""","=""""",,"=""1""","=""1""",,
Ar,1,"=""687.1289""","=""0.0010""","=""150""","=""2.78e+06""",C,"=""1""","=""1""",,
Th,1,"=""687.2234""","=""0.0005""","=""37""","=""""",,"=""3""","=""4""",,
Th,1,"=""687.40920""","=""0.00006""","=""260""","=""""",,"=""5""","=""4""",,
Th,1,"=""687.42032""","=""0.00024""","=""68""","=""""",,"=""4""","=""4""",,
Th,1,"=""687.475282""","=""0.000007""","=""2900""","=""""",,"=""3""","=""3""",,
Th,1,"=""687.49789""","=""0.00019""","=""170""","=""""",,"=""4""","=""3""",,
Th,1,"=""687.5440""","=""0.0005""","=""9""","=""""",,"=""2""","=""2""",,
Th,1,"=""687.62926""","=""0.00024""","=""47""","=""""",,"=""3""","=""2""",,
Th,1,"=""687.7469""","=""0.0005""","=""9""","=""""",,"=""2""","=""1""",,
Th,1,"=""687.80435""","=""0.00009""","=""110""","=""""",,"=""3""","=""2""",,
Th,1,"=""687.8406""","=""0.0003""","=""32""","=""""",,"=""4""","=""5""",,
Th,1,"=""687.9376""","=""0.0005""","=""4""","=""""",,"=""4""","=""4""",,
Ar,1,"=""687.9582""","=""0.0010""","=""5""","=""1.8e+05""",D+,"=""1""","=""2""",,
Th,1,"=""688.07745""","=""0.00009""","=""100""","=""""",,"=""6""","=""6""",,
Th,1,"=""688.0945""","=""0.0005""","=""4""","=""""",,"=""3""","=""4""",,
Th,1,"=""688.1250""","=""0.0005""","=""23""","=""""",,"=""2""","=""3""",,
Th,1,"=""688.1674""","=""0.0005""","=""23""","=""""",,"=""2""","=""3""",,
Th,1,"=""688.1932""","=""0.0005""","=""9""","=""""",,"=""5""","=""5""",,
Th,1,"=""688.28108""","=""0.00003""","=""490""","=""""",,"=""2""","=""1""",,
Th,1,"=""688.31374""","=""0.00008""","=""130""","=""""",,"=""5""","=""4""",,
Th,1,"=""688.33147""","=""0.00005""","=""410""","=""""",,"=""4""","=""3""",,
Th,1,"=""688.38400""","=""0.00024""","=""77""","=""""",,"=""4""","=""3""",,
Th,1,"=""688.5721""","=""0.0005""","=""4""","=""""",,"=""2""","=""3""",,
Th,1,"=""688.5964""","=""0.0005""","=""9""","=""""",,"=""3""","=""3""",,
Th,1,"=""688.640794""","=""0.000012""","=""1400""","=""""",,"=""1""","=""0""",,
Th,1,"=""688.81606""","=""0.00009""","=""100""","=""""",,"=""3""","=""2""",,
Ar,1,"=""688.8174""","=""0.0010""","=""10""","=""2.5e+05""",D+,"=""1""","=""2""",,
Th,1,"=""688.88347""","=""0.00008""","=""160""","=""""",,"=""1""","=""2""",,
Th,1,"=""688.90513""","=""0.00024""","=""59""","=""""",,"=""5""","=""4""",,
Th,1,"=""689.22502""","=""0.00005""","=""410""","=""""",,"=""5""","=""4""",,
Th,1,"=""689.2780""","=""0.0005""","=""4""","=""""",,"=""5""","=""4""",,
Th,1,"=""689.3615""","=""0.0003""","=""31""","=""""",,"=""0""","=""1""",,
Th,1,"=""689.42303""","=""0.00009""","=""120""","=""""",,"=""4""","=""3""",,
Th,1,"=""689.5116""","=""0.0005""","=""38""","=""""",,"=""2""","=""3""",,
Th,1,"=""689.5227""","=""0.0005""","=""47""","=""""",,"=""4""","=""4""",,
Th,1,"=""689.70031""","=""0.00024""","=""49""","=""""",,"=""4""","=""5""",,
Th,1,"=""689.7277""","=""0.0005""","=""95""","=""""",,"=""5""","=""4""",,
Th,1,"=""690.00059""","=""0.00019""","=""100""","=""""",,"=""5""","=""5""",,
Th,1,"=""690.04434""","=""0.00009""","=""110""","=""""",,"=""3""","=""4""",,
Th,1,"=""690.07632""","=""0.00006""","=""290""","=""""",,"=""4""","=""5""",,
Th,1,"=""690.10162""","=""0.00019""","=""120""","=""""",,"=""4""","=""5""",,
Th,1,"=""690.22105""","=""0.00006""","=""230""","=""""",,"=""2""","=""1""",,
Th,1,"=""690.2767""","=""0.0005""","=""9""","=""""",,"=""4""","=""3""",,
Th,1,"=""690.2957""","=""0.0005""","=""47""","=""""",,"=""3""","=""3""",,
Th,1,"=""690.3317""","=""0.0005""","=""38""","=""""",,"=""4""","=""3""",,
Th,1,"=""690.4082""","=""0.0005""","=""6""","=""""",,"=""3""","=""3""",,
Th,1,"=""690.44592""","=""0.00019""","=""98""","=""""",,"=""3""","=""3""",,
Th,1,"=""690.4578""","=""0.0005""","=""240""","=""""",,"=""4""","=""4""",,
Th,1,"=""690.49580""","=""0.00019""","=""110""","=""""",,"=""3""","=""3""",,
Th,1,"=""690.58562""","=""0.00019""","=""99""","=""""",,"=""5""","=""4""",,
Th,1,"=""690.65885""","=""0.00024""","=""63""","=""""",,"=""4""","=""5""",,
Th,1,"=""690.86156""","=""0.00024""","=""71""","=""""",,"=""1""","=""2""",,
Th,1,"=""690.89905""","=""0.00007""","=""180""","=""""",,"=""5""","=""5""",,
Th,1,"=""690.92195""","=""0.00010""","=""87""","=""""",,"=""3""","=""3""",,
Th,1,"=""691.122620""","=""0.000004""","=""25000""","=""""",,"=""2""","=""2""",,
Th,1,"=""691.2694""","=""0.0005""","=""9""","=""""",,"=""2""","=""1""",,
Th,1,"=""691.3173""","=""0.0005""","=""9""","=""""",,"=""3""","=""3""",,
Th,1,"=""691.47127""","=""0.00008""","=""150""","=""""",,"=""2""","=""2""",,
Th,1,"=""691.612854""","=""0.000014""","=""1400""","=""""",,"=""5""","=""4""",,
Th,1,"=""691.9415""","=""0.0005""","=""4""","=""""",,"=""3""","=""4""",,
Th,1,"=""692.00394""","=""0.00006""","=""230""","=""""",,"=""5""","=""4""",,
Th,1,"=""692.0391""","=""0.0005""","=""23""","=""""",,"=""3""","=""3""",,
Th,1,"=""692.0834""","=""0.0005""","=""4""","=""""",,"=""2""","=""2""",,
Th,1,"=""692.46611""","=""0.00011""","=""74""","=""""",,"=""4""","=""3""",,
Th,1,"=""692.5040""","=""0.0005""","=""18""","=""""",,"=""3""","=""3""",,
Th,1,"=""692.5566""","=""0.0005""","=""37""","=""""",,"=""1""","=""2""",,
Th,1,"=""692.6311""","=""0.0005""","=""9""","=""""",,"=""2""","=""3""",,
Th,1,"=""692.7721""","=""0.0005""","=""9""","=""""",,"=""3""","=""4""",,
Th,1,"=""692.8959""","=""0.0005""","=""13""","=""""",,"=""4""","=""3""",,
Th,1,"=""693.1784""","=""0.0005""","=""13""","=""""",,"=""0""","=""1""",,
Th,1,"=""693.2227""","=""0.0005""","=""69""","=""""",,"=""6""","=""6""",,
Th,1,"=""693.3836""","=""0.0005""","=""9""","=""""",,"=""3""","=""4""",,
Th,1,"=""693.42294""","=""0.00005""","=""460""","=""""",,"=""2""","=""2""",,
Th,1,"=""693.42842""","=""0.00006""","=""260""","=""""",,"=""2""","=""1""",,
Th,1,"=""693.4488""","=""0.0005""","=""69""","=""""",,"=""4""","=""5""",,
Th,1,"=""693.4839""","=""0.0005""","=""18""","=""""",,"=""3""","=""4""",,
Th,1,"=""693.6223""","=""0.0005""","=""46""","=""""",,"=""3""","=""3""",,
Th,1,"=""693.66528""","=""0.00005""","=""310""","=""""",,"=""3""","=""3""",,
Th,1,"=""693.7033""","=""0.0005""","=""37""","=""""",,"=""3""","=""3""",,
Th,1,"=""693.7618""","=""0.0005""","=""46""","=""""",,"=""1""","=""1""",,
Ar,1,"=""693.7664""","=""0.0010""","=""50""","=""3.08e+06""",C,"=""1""","=""0""",,
Th,1,"=""694.03323""","=""0.00010""","=""90""","=""""",,"=""4""","=""4""",,
Th,1,"=""694.15687""","=""0.00011""","=""74""","=""""",,"=""6""","=""5""",,
Th,1,"=""694.253779""","=""0.000024""","=""710""","=""""",,"=""3""","=""4""",,
Th,1,"=""694.361047""","=""0.000004""","=""14000""","=""""",,"=""5""","=""4""",,
Th,1,"=""694.46147""","=""0.00011""","=""71""","=""""",,"=""1""","=""2""",,
Th,1,"=""694.4773""","=""0.0005""","=""36""","=""""",,"=""3""","=""4""",,
Th,1,"=""694.4926""","=""0.0005""","=""9""","=""""",,"=""4""","=""4""",,
Th,1,"=""694.549018""","=""0.000014""","=""1300""","=""""",,"=""2""","=""3""",,
Th,1,"=""694.62134""","=""0.00007""","=""160""","=""""",,"=""3""","=""3""",,
Th,1,"=""694.6599""","=""0.0005""","=""230""","=""""",,"=""2""","=""3""",,
Th,1,"=""694.7783""","=""0.0005""","=""9""","=""""",,"=""3""","=""4""",,
Th,1,"=""694.79170""","=""0.00008""","=""130""","=""""",,"=""2""","=""1""",,
Th,1,"=""694.8090""","=""0.0005""","=""340""","=""""",,"=""3""","=""3""",,
Th,1,"=""694.82050""","=""0.00003""","=""600""","=""""",,"=""4""","=""4""",,
Th,1,"=""694.83942""","=""0.00006""","=""240""","=""""",,"=""3""","=""3""",,
Th,1,"=""694.9754""","=""0.0005""","=""45""","=""""",,"=""1""","=""2""",,
Th,1,"=""695.1259""","=""0.0005""","=""22""","=""""",,"=""5""","=""5""",,
Ar,1,"=""695.1478""","=""0.0010""","=""7""","=""2.2e+05""",D,"=""2""","=""2""",,
Th,1,"=""695.1654""","=""0.0005""","=""92""","=""""",,"=""2""","=""3""",,
Th,1,"=""695.4387""","=""0.0005""","=""9""","=""""",,"=""2""","=""3""",,
Th,1,"=""695.46557""","=""0.00003""","=""570""","=""""",,"=""2""","=""1""",,
Th,1,"=""695.53151""","=""0.00008""","=""160""","=""""",,"=""4""","=""3""",,
Th,1,"=""695.6113""","=""0.0005""","=""4""","=""""",,"=""0""","=""1""",,
Ar,1,"=""696.0250""","=""0.0010""","=""7""","=""2.4e+05""",D,"=""2""","=""2""",,
Th,1,"=""696.23117""","=""0.00006""","=""250""","=""""",,"=""5""","=""4""",,
Th,1,"=""696.28631""","=""0.00010""","=""90""","=""""",,"=""4""","=""3""",,
Th,1,"=""696.3930""","=""0.0005""","=""230""","=""""",,"=""4""","=""4""",,
Th,1,"=""696.4271""","=""0.0005""","=""230""","=""""",,"=""3""","=""2""",,
Ar,1,"=""696.5431""","=""0.0010""","=""10000""","=""6.4e+06""",B+,"=""2""","=""1""",,
Th,1,"=""696.59379""","=""0.00006""","=""300""","=""""",,"=""2""","=""1""",,
Th,1,"=""696.6064""","=""0.0005""","=""13""","=""""",,"=""2""","=""3""",,
Th,1,"=""696.6905""","=""0.0005""","=""13""","=""""",,"=""5""","=""6""",,
Th,1,"=""696.92976""","=""0.00007""","=""180""","=""""",,"=""2""","=""2""",,
Th,1,"=""696.9779""","=""0.0005""","=""9""","=""""",,"=""2""","=""3""",,
Th,1,"=""697.4381""","=""0.0005""","=""4""","=""""",,"=""3""","=""3""",,
Th,1,"=""697.4446""","=""0.0005""","=""45""","=""""",,"=""5""","=""5""",,
Th,1,"=""697.6839""","=""0.0005""","=""9""","=""""",,"=""4""","=""3""",,
Th,1,"=""697.7061""","=""0.0005""","=""13""","=""""",,"=""3""","=""4""",,
Th,1,"=""697.7462""","=""0.0005""","=""110""","=""""",,"=""3""","=""2""",,
Th,1,"=""697.82383""","=""0.00010""","=""82""","=""""",,"=""2""","=""3""",,
Th,1,"=""697.8753""","=""0.0005""","=""9""","=""""",,"=""4""","=""3""",,
Th,1,"=""697.9944""","=""0.0005""","=""4""","=""""",,"=""3""","=""3""",,
Th,1,"=""698.0543""","=""0.0005""","=""18""","=""""",,"=""2""","=""2""",,
Th,1,"=""698.10832""","=""0.00006""","=""240""","=""""",,"=""4""","=""4""",,
Th,1,"=""698.2608""","=""0.0005""","=""230""","=""""",,"=""5""","=""6""",,
Th,1,"=""698.2752""","=""0.0005""","=""13""","=""""",,"=""2""","=""2""",,
Th,1,"=""698.3965""","=""0.0005""","=""22""","=""""",,"=""3""","=""2""",,
Th,1,"=""698.4585""","=""0.0005""","=""18""","=""""",,"=""4""","=""4""",,
Th,1,"=""698.4759""","=""0.0005""","=""22""","=""""",,"=""2""","=""3""",,
Th,1,"=""698.4952""","=""0.0005""","=""13""","=""""",,"=""4""","=""5""",,
Th,1,"=""698.5783""","=""0.0005""","=""45""","=""""",,"=""2""","=""2""",,
Th,1,"=""698.60298""","=""0.00007""","=""220""","=""""",,"=""2""","=""2""",,
Th,1,"=""698.6159""","=""0.0005""","=""9""","=""""",,"=""2""","=""2""",,
Th,1,"=""698.6565""","=""0.0005""","=""13""","=""""",,"=""2""","=""2""",,
Th,1,"=""698.7444""","=""0.0005""","=""13""","=""""",,"=""4""","=""3""",,
Th,1,"=""698.7790""","=""0.0005""","=""90""","=""""",,"=""4""","=""4""",,
Th,1,"=""698.8871""","=""0.0005""","=""90""","=""""",,"=""4""","=""3""",,
Th,1,"=""698.965520""","=""0.000004""","=""31000""","=""""",,"=""4""","=""4""",,
Th,1,"=""699.39873""","=""0.00009""","=""110""","=""""",,"=""2""","=""3""",,
Th,1,"=""699.4736""","=""0.0005""","=""450""","=""""",,"=""5""","=""4""",,
Th,1,"=""699.5141""","=""0.0005""","=""340""","=""""",,"=""4""","=""3""",,
Th,1,"=""699.6202""","=""0.0005""","=""36""","=""""",,"=""4""","=""3""",,
Th,1,"=""699.67573""","=""0.00011""","=""80""","=""""",,"=""4""","=""5""",,
Th,1,"=""699.74130""","=""0.00009""","=""130""","=""""",,"=""1""","=""2""",,
Th,1,"=""699.8247""","=""0.0005""","=""450""","=""""",,"=""3""","=""3""",,
Th,1,"=""699.96238""","=""0.00008""","=""140""","=""""",,"=""5""","=""5""",,
Th,1,"=""700.080362""","=""0.000004""","=""7800""","=""""",,"=""5""","=""6""",,
Th,1,"=""700.288224""","=""0.000020""","=""990""","=""""",,"=""5""","=""4""",,
Th,1,"=""700.5825""","=""0.0005""","=""36""","=""""",,"=""2""","=""2""",,
Th,1,"=""700.6113""","=""0.0005""","=""230""","=""""",,"=""2""","=""2""",,
Th,1,"=""700.6655""","=""0.0005""","=""18""","=""""",,"=""4""","=""3""",,
Th,1,"=""700.70961""","=""0.00007""","=""170""","=""""",,"=""2""","=""3""",,
Th,1,"=""701.3171""","=""0.0005""","=""4""","=""""",,"=""2""","=""2""",,
Th,1,"=""701.3617""","=""0.0005""","=""36""","=""""",,"=""1""","=""1""",,
Th,1,"=""701.4873""","=""0.0005""","=""230""","=""""",,"=""3""","=""2""",,
Th,1,"=""701.49689""","=""0.00005""","=""360""","=""""",,"=""4""","=""3""",,
Th,1,"=""701.53172""","=""0.00004""","=""390""","=""""",,"=""4""","=""3""",,
Th,1,"=""701.856742""","=""0.000004""","=""9800""","=""""",,"=""2""","=""1""",,
Th,1,"=""701.8784""","=""0.0005""","=""13""","=""""",,"=""5""","=""4""",,
Th,1,"=""701.9970""","=""0.0005""","=""18""","=""""",,"=""2""","=""2""",,
Th,1,"=""702.04841""","=""0.00010""","=""100""","=""""",,"=""4""","=""5""",,
Th,1,"=""702.12833""","=""0.00005""","=""430""","=""""",,"=""3""","=""2""",,
Th,1,"=""702.1668""","=""0.0005""","=""13""","=""""",,"=""4""","=""4""",,
Th,1,"=""702.1899""","=""0.0005""","=""180""","=""""",,"=""4""","=""3""",,
Th,1,"=""702.31487""","=""0.00008""","=""150""","=""""",,"=""2""","=""1""",,
Th,1,"=""702.35276""","=""0.00005""","=""360""","=""""",,"=""6""","=""5""",,
Th,1,"=""702.3636""","=""0.0005""","=""120""","=""""",,"=""1""","=""1""",,
Th,1,"=""702.3776""","=""0.0005""","=""37""","=""""",,"=""2""","=""3""",,
Th,1,"=""702.48953""","=""0.00009""","=""110""","=""""",,"=""0""","=""1""",,
Th,1,"=""702.5188""","=""0.0005""","=""18""","=""""",,"=""3""","=""4""",,
Th,1,"=""702.5379""","=""0.0005""","=""4""","=""""",,"=""3""","=""4""",,
Th,1,"=""702.64617""","=""0.00007""","=""170""","=""""",,"=""4""","=""3""",,
Th,1,"=""702.80229""","=""0.00007""","=""190""","=""""",,"=""1""","=""1""",,
Ar,1,"=""703.0251""","=""0.0010""","=""150""","=""2.67e+06""",C,"=""3""","=""2""",,
Th,1,"=""703.13064""","=""0.00008""","=""130""","=""""",,"=""3""","=""2""",,
Th,1,"=""703.1469""","=""0.0005""","=""69""","=""""",,"=""3""","=""3""",,
Th,1,"=""703.2178""","=""0.0005""","=""69""","=""""",,"=""3""","=""3""",,
Th,1,"=""703.2350""","=""0.0005""","=""13""","=""""",,"=""3""","=""3""",,
Th,1,"=""703.29310""","=""0.00005""","=""410""","=""""",,"=""4""","=""5""",,
Th,1,"=""703.33588""","=""0.00006""","=""230*""","=""""",,"=""2""","=""3""",,
Th,1,"=""703.33588""","=""0.00006""","=""230*""","=""""",,"=""2""","=""2""",,
Th,1,"=""703.36524""","=""0.00008""","=""130""","=""""",,"=""3""","=""2""",,
Th,1,"=""703.62153""","=""0.00009""","=""110*""","=""""",,"=""1""","=""1""",,
Th,1,"=""703.62153""","=""0.00009""","=""110*""","=""""",,"=""5""","=""4""",,
Th,1,"=""703.628335""","=""0.000015""","=""1500""","=""""",,"=""5""","=""4""",,
Th,1,"=""703.7410""","=""0.0005""","=""18""","=""""",,"=""4""","=""4""",,
Th,1,"=""703.7781""","=""0.0005""","=""36""","=""""",,"=""2""","=""3""",,
Th,1,"=""703.7852""","=""0.0005""","=""46""","=""""",,"=""2""","=""1""",,
Th,1,"=""703.8165""","=""0.0005""","=""180""","=""""",,"=""2""","=""2""",,
Th,1,"=""703.87203""","=""0.00010""","=""85""","=""""",,"=""0""","=""1""",,
Th,1,"=""703.9877""","=""0.0005""","=""22""","=""""",,"=""3""","=""2""",,
Th,1,"=""704.0530""","=""0.0005""","=""9""","=""""",,"=""3""","=""4""",,
Th,1,"=""704.2031""","=""0.0005""","=""13""","=""""",,"=""5""","=""5""",,
Th,1,"=""704.3228""","=""0.0005""","=""36""","=""""",,"=""5""","=""5""",,
Th,1,"=""704.3714""","=""0.0005""","=""68""","=""""",,"=""4""","=""3""",,
Th,1,"=""704.49677""","=""0.00010""","=""94""","=""""",,"=""5""","=""5""",,
Th,1,"=""704.6124""","=""0.0005""","=""45""","=""""",,"=""2""","=""3""",,
Th,1,"=""704.7319""","=""0.0005""","=""9""","=""""",,"=""3""","=""2""",,
Th,1,"=""704.7762""","=""0.0005""","=""9""","=""""",,"=""2""","=""3""",,
Th,1,"=""704.9844""","=""0.0005""","=""91""","=""""",,"=""4""","=""3""",,
Th,1,"=""705.1503""","=""0.0005""","=""36""","=""""",,"=""3""","=""4""",,
Th,1,"=""705.44177""","=""0.00005""","=""420""","=""""",,"=""3""","=""3""",,
Th,1,"=""705.5660""","=""0.0005""","=""4""","=""""",,"=""3""","=""3""",,
Th,1,"=""705.59012""","=""0.00009""","=""110""","=""""",,"=""4""","=""3""",,
Th,1,"=""705.6595""","=""0.0005""","=""46""","=""""",,"=""2""","=""3""",,
Th,1,"=""705.6885""","=""0.0005""","=""18""","=""""",,"=""4""","=""3""",,
Th,1,"=""705.848931""","=""0.000025""","=""670""","=""""",,"=""3""","=""4""",,
Th,1,"=""705.95253""","=""0.00006""","=""300""","=""""",,"=""4""","=""5""",,
Th,1,"=""706.004128""","=""0.000012""","=""1600""","=""""",,"=""2""","=""2""",,
Th,1,"=""706.065367""","=""0.000006""","=""3800""","=""""",,"=""2""","=""2""",,
Th,1,"=""706.13944""","=""0.00004""","=""440*""","=""""",,"=""5""","=""5""",,
Th,1,"=""706.13944""","=""0.00004""","=""440*""","=""""",,"=""2""","=""1""",,
Th,1,"=""706.1607""","=""0.0005""","=""4""","=""""",,"=""3""","=""2""",,
Th,1,"=""706.2418""","=""0.0005""","=""190""","=""""",,"=""1""","=""1""",,
Th,1,"=""706.3314""","=""0.0005""","=""37""","=""""",,"=""2""","=""2""",,
Th,1,"=""706.3585""","=""0.0005""","=""46""","=""""",,"=""2""","=""3""",,
Th,1,"=""706.3844""","=""0.0005""","=""37""","=""""",,"=""2""","=""3""",,
Th,1,"=""706.445141""","=""0.000013""","=""1500""","=""""",,"=""4""","=""3""",,
Th,1,"=""706.62857""","=""0.00007""","=""200""","=""""",,"=""3""","=""3""",,
Ar,1,"=""706.7218""","=""0.0010""","=""10000""","=""3.8e+06""",B,"=""2""","=""2""",,
Th,1,"=""706.7247""","=""0.0005""","=""46""","=""""",,"=""0""","=""1""",,
